iter	Passed	Remaining
1398	3045763	1308437
1399	3048074	1306317
1400	3050164	1304103
1401	3052384	1301944
1402	3054789	1299864
1403	3057115	1297749
1404	3059186	1295527
1405	3061263	1293307
1406	3063592	1291194
1407	3065824	1289039
1408	3067948	1286840
1409	3070090	1284647
1410	3072278	1282474
1411	3074268	1280219
1412	3076452	1278044
1413	3078594	1275853
1414	3080791	1273684
1415	3082968	1271506
1416	3085088	1269305
1417	3087165	1267087
1418	3089360	1264918
1419	3091565	1262751
1420	3093722	1260566
1421	3096090	1258467
1422	3098291	1256299
1423	3100443	1254111
1424	3102715	1251972
1425	3104921	1249806
1426	3107249	1247690
1427	3109354	1245483
1428	3111457	1243276
1429	3113714	1241131
1430	3115966	1238983
1431	3118056	1236770
1432	3120298	1234619
1433	3122489	1232446
1434	3124544	1230221
1435	3126703	1228036
1436	3128940	1225882
1437	3131093	1223695
1438	3133388	1221564
1439	3135727	1219449
1440	3137954	1217291
1441	3140114	1215106
1442	3142236	1212907
1443	3144404	1210726
1444	3146623	1208564
1445	3148743	1206365
1446	3150879	1204171
1447	3153251	1202068
1448	3155406	1199881
1449	3157506	1197674
1450	3159527	1195438
1451	3161834	1193309
1452	3163985	1191121
1453	3166162	1188943
1454	3168217	1186720
1455	3170296	1184506
1456	3172505	1182340
1457	3174668	1180157
1458	3176737	1177940
1459	3178747	1175700
1460	3180934	1173527
1461	3183025	1171318
1462	3185117	1169110
1463	3187322	1166943
1464	3189447	1164747
1465	3191647	1162578
1466	3193881	1160421
1467	3196062	1158245
1468	3198214	1156059
1469	3200403	1153886
1470	3202680	1151745
1471	3204855	1149567
1472	3206918	1147349
1473	3209132	1145185
1474	3211331	1143016
1475	3213379	1140793
1476	3215541	1138610
1477	3217694	1136425
1478	3219889	1134254
1479	3221959	1132039
1480	3224110	1129853
1481	3226437	1127729
1482	3228691	1125578
1483	3230990	1123444
1484	3233198	1121277
1485	3235503	1119144
1486	3237808	1117011
1487	3239933	1114815
1488	3242037	1112613
1489	3244359	1110485
1490	3246567	1108318
1491	3248780	1106153
1492	3251373	1104116
1493	3253604	1101957
1494	3255848	1099801
1495	3258104	1097650
1496	3260192	1095442
1497	3262442	1093288
1498	3264792	1091168
1499	3267055	1089018
1500	3269281	1086856
1501	3271449	1084675
1502	3273618	1082493
1503	3275865	1080338
1504	3278037	1078158
1505	3280179	1075968
1506	3282504	1073838
1507	3284972	1071754
1508	3287333	1069635
1509	3289615	1067491
1510	3291765	1065303
1511	3293904	1063112
1512	3296075	1060931
1513	3298292	1058764
1514	3300492	1056593
1515	3302569	1054382
1516	3304810	1052223
1517	3306955	1050034
1518	3309184	1047872
1519	3311430	1045714
1520	3313512	1043505
1521	3315678	1041323
1522	3317750	1039111
1523	3319956	1036941
1524	3322215	1034788
1525	3324380	1032605
1526	3326859	1030520
1527	3328945	1028313
1528	3331177	1026150
1529	3333318	1023960
1530	3335533	1021793
1531	3337618	1019585
1532	3339680	1017371
1533	3342067	1015256
1534	3344338	1013105
1535	3346480	1010915
1536	3348624	1008726
1537	3350837	1006558
1538	3353004	1004376
1539	3355152	1002188
1540	3357332	1000010
1541	3359527	997836
1542	3361739	995667
1543	3363716	993429
1544	3365731	991202
1545	3368010	989053
1546	3370202	986878
1547	3372433	984715
1548	3374521	982510
1549	3376964	980409
1550	3379359	978292
1551	3381709	976163
1552	3383934	973997
1553	3386115	971819
1554	3388399	969670
1555	3390759	967543
1556	3392821	965330
1557	3394938	963133
1558	3397230	960986
1559	3399404	958806
1560	3401615	956636
1561	3403715	954435
1562	3405880	952251
1563	3407991	950053
1564	3410199	947883
1565	3412443	945721
1566	3414687	943560
1567	3416704	941336
1568	3418943	939174
1569	3420965	936952
1570	3423087	934757
1571	3425332	932596
1572	3427460	930404
1573	3429775	928262
1574	3432044	926107
1575	3434282	923944
1576	3436486	921771
1577	3438767	919619
1578	3440861	917417
1579	3442942	915212
1580	3445108	913029
1581	3447328	910861
1582	3449507	908682
1583	3451660	906496
1584	3454022	904365
1585	3456111	902162
1586	3458379	900006
1587	3460649	897851
1588	3462899	895690
1589	3464949	893477
1590	3467137	891300
1591	3469442	889153
1592	3471969	887063
1593	3474684	885020
1594	3476804	882824
1595	3478903	880624
1596	3481093	878447
1597	3483177	876243
1598	3485735	874158
1599	3488034	872008
1600	3490171	869817
1601	3492316	867629
1602	3494528	865457
1603	3496869	863316
1604	3498983	861120
1605	3501251	858962
1606	3503450	856786
1607	3505643	854609
1608	3507816	852427
1609	3510017	850252
1610	3512098	848048
1611	3514476	845916
1612	3516509	843700
1613	3518796	841546
1614	3520794	839322
1615	3522942	837134
1616	3525078	834944
1617	3527232	832758
1618	3529349	830563
1619	3531584	828396
1620	3533682	826197
1621	3535903	824026
1622	3538043	821837
1623	3540226	819658
1624	3542373	817470
1625	3544566	815293
1626	3546739	813112
1627	3548856	810917
1628	3550941	808716
1629	3553131	806539
1630	3555669	804440
1631	3557848	802260
1632	3560118	800100
1633	3562290	797918
1634	3564552	795756
1635	3566735	793576
1636	3568918	791397
1637	3570924	789178
1638	3573235	787027
1639	3575484	784862
1640	3577616	782671
1641	3579819	780496
1642	3582023	778321
1643	3584153	776130
1644	3586197	773921
1645	3588365	771738
1646	3590532	769555
1647	3592700	767372
1648	3594942	765206
1649	3597065	763013
1650	3599277	760840
1651	3601489	758667
1652	3603755	756505
1653	3606181	754376
1654	3608461	752217
1655	3610612	750030
1656	3612804	747852
1657	3615031	745682
1658	3617428	743546
1659	3619652	741374
1660	3621864	739200
1661	3623906	736991
1662	3625999	734793
1663	3628285	732634
1664	3630338	730428
1665	3632607	728265
1666	3634725	726072
1667	3636866	723884
1668	3638926	721680
1669	3641058	719490
1670	3643273	717317
1671	3645503	715146
1672	3647533	712936
1673	3649952	710803
1674	3652086	708613
1675	3654237	706427
1676	3656455	704254
1677	3658699	702086
1678	3660830	699896
1679	3662944	697703
1680	3665229	695543
1681	3667572	693393
1682	3669744	691211
1683	3671831	689013
1684	3673910	686814
1685	3676108	684637
1686	3678455	682487
1687	3680652	680310
1688	3682957	678152
1689	3685075	675960
1690	3687261	673781
1691	3689519	671614
1692	3691760	669445
1693	3693899	667256
1694	3696068	665074
1695	3698255	662894
1696	3700505	660726
1697	3702644	658538
1698	3704987	656386
1699	3706971	654171
1700	3709104	651982
1701	3711301	649804
1702	3713326	647597
1703	3715470	645410
1704	3717575	643216
1705	3719849	641052
1706	3722058	638877
1707	3724411	636726
1708	3726610	634548
1709	3728639	632342
1710	3730767	630152
1711	3732758	627940
1712	3735008	625772
1713	3737064	623570
1714	3739336	621405
1715	3741683	619252
1716	3743682	617042
1717	3745780	614848
1718	3747910	612660
1719	3750024	610469
1720	3752307	608305
1721	3754381	606108
1722	3756537	603923
1723	3758618	601727
1724	3760859	599557
1725	3762987	597368
1726	3765115	595180
1727	3767563	593042
1728	3769932	590891
1729	3772011	588695
1730	3774312	586533
1731	3776470	584349
1732	3778575	582157
1733	3780744	579975
1734	3782936	577797
1735	3785074	575610
1736	3787194	573420
1737	3789427	571248
1738	3791826	569101
1739	3794078	566931
1740	3796182	564739
1741	3798608	562595
1742	3801163	560469
1743	3803256	558276
1744	3805392	556088
1745	3807494	553896
1746	3809722	551722
1747	3811998	549555
1748	3814207	547379
1749	3816424	545203
1750	3818489	543006
1751	3820717	540832
1752	3822748	538630
1753	3824931	536449
1754	3826942	534245
1755	3829141	532067
1756	3831347	529890
1757	3833754	527740
1758	3836001	525569
1759	3838152	523384
1760	3840161	521180
1761	3842425	519010
1762	3844550	516822
1763	3846748	514644
1764	3848953	512466
1765	3851179	510292
1766	3853479	508127
1767	3855752	505958
1768	3857948	503779
1769	3860417	501636
1770	3862742	499473
1771	3865093	497314
1772	3867422	495152
1773	3869622	492973
1774	3871844	490797
1775	3874366	488658
1776	3876483	486469
1777	3878766	484300
1778	3880893	482112
1779	3883037	479925
1780	3885285	477752
1781	3887363	475558
1782	3889454	473366
1783	3891512	471169
1784	3893719	468991
1785	3895927	466813
1786	3898038	464623
1787	3900319	462453
1788	3902470	460269
1789	3904621	458084
1790	3906934	455918
1791	3908992	453722
1792	3911424	451569
1793	3913673	449396
1794	3915888	447218
1795	3918175	445048
1796	3920358	442867
1797	3922541	440685
1798	3924672	438498
1799	3926750	436305
1800	3928879	434118
1801	3931116	431942
1802	3933302	429761
1803	3935597	427592
1804	3937793	425412
1805	3939938	423227
1806	3942027	421035
1807	3944418	418876
1808	3946695	416704
1809	3949003	414536
1810	3951348	412371
1811	3953533	410189
1812	3955630	407999
1813	3957866	405823
1814	3960051	403641
1815	3962354	401472
1816	3964603	399296
1817	3966818	397118
1818	3968978	394934
1819	3971494	392785
1820	3973766	390611
1821	3976131	388447
1822	3978386	386272
1823	3980636	384096
1824	3982927	381924
1825	3985262	379756
1826	3987519	377581
1827	3989652	375394
1828	3991709	373199
1829	3993856	371013
1830	3996067	368834
1831	3998373	366663
1832	4000554	364480
1833	4003076	362328
1834	4005360	360155
1835	4007633	357980
1836	4009691	355786
1837	4011901	353606
1838	4014146	351428
1839	4016572	349267
1840	4018971	347102
1841	4021412	344942
1842	4023800	342776
1843	4026480	340635
1844	4028864	338468
1845	4031119	336290
1846	4033290	334105
1847	4035659	331937
1848	4038175	329780
1849	4040415	327601
1850	4042691	325424
1851	4045010	323251
1852	4047318	321077
1853	4049730	318910
1854	4052118	316742
1855	4054264	314555
1856	4056579	312380
1857	4059024	310216
1858	4061235	308033
1859	4063473	305852
1860	4065832	303681
1861	4068136	301505
1862	4070342	299322
1863	4072537	297137
1864	4074942	294969
1865	4077244	292792
1866	4079518	290613
1867	4081905	288442
1868	4084141	286261
1869	4086312	284075
1870	4088520	281891
1871	4090688	279705
1872	4092978	277527
1873	4095091	275336
1874	4097398	273159
1875	4099611	270976
1876	4101914	268798
1877	4104352	266629
1878	4106974	264472
1879	4109283	262294
1880	4111548	260113
1881	4113752	257929
1882	4116054	255750
1883	4118304	253568
1884	4120342	251373
1885	4122700	249198
1886	4125129	247026
1887	4127428	244847
1888	4130007	242684
1889	4132382	240509
1890	4134929	238343
1891	4137218	236162
1892	4139451	233978
1893	4141715	231796
1894	4143756	229601
1895	4145824	227408
1896	4148045	225223
1897	4150430	223047
1898	4152486	220853
1899	4154748	218670
1900	4156870	216480
1901	4159176	214300
1902	4161410	212116
1903	4163507	209924
1904	4165765	207741
1905	4167790	205546
1906	4169979	203360
1907	4172188	201174
1908	4174412	198989
1909	4176496	196798
1910	4178692	194612
1911	4180961	192429
1912	4183249	190247
1913	4185743	188074
1914	4188081	185893
1915	4190199	183703
1916	4192370	181516
1917	4194473	179325
1918	4196609	177136
1919	4199121	174963
1920	4201813	172797
1921	4204304	170622
1922	4206977	168454
1923	4209870	166294
1924	4212947	164140
1925	4215487	161965
1926	4217906	159785
1927	4220139	157598
1928	4222368	155411
1929	4224748	153229
1930	4227278	151052
1931	4229701	148871
1932	4232228	146693
1933	4234821	144518
1934	4237834	142356
1935	4240439	140179
1936	4243228	138008
1937	4245885	135833
1938	4248701	133662
1939	4251423	131487
1940	4254207	129313
1941	4256771	127133
1942	4259685	124962
1943	4262315	122782
1944	4265175	120609
1945	4267543	118421
1946	4270215	116241
1947	4272709	114055
1948	4275153	111869
1949	4277482	109679
1950	4279831	107489
1951	4282173	105299
1952	4284619	103111
1953	4287059	100923
1954	4289190	98728
1955	4291572	96538
1956	4294025	94350
1957	4296650	92165
1958	4299114	89976
1959	4301705	87789
1960	4304002	85597
1961	4306567	83409
1962	4308935	81217
1963	4311433	79028
1964	4313935	76838
1965	4316572	74650
1966	4318966	72458
1967	4321390	70266
1968	4323878	68075
1969	4326195	65881
1970	4328679	63689
1971	4331886	61507
1972	4334671	59318
1973	4337283	57127
1974	4339606	54931
1975	4341982	52736
1976	4344341	50541
1977	4346790	48346
1978	4349496	46154
1979	4351975	43959
1980	4354570	41765
1981	4356830	39567
1982	4358949	37368
1983	4361056	35169
1984	4363365	32972
1985	4366411	30780
1986	4368901	28583
1987	4371278	26385
1988	4373549	24187
1989	4375949	21989
1990	4378072	19790
1991	4380288	17591
1992	4382869	15393
1993	4385202	13195
1994	4387477	10996
1995	4389623	8796
1996	4391820	6597
1997	4394282	4398
1998	4396618	2199
1999	4398906	0
